,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
6769,29217,2005/6/19,2005/6/24,男,4,深圳,广东,CN,56.0,2014/3/31,31,22841,0,0,13845.0,10924.0,43548,28418.73,2014/2/26,3.875,2855.125,20,35,22.53333333,87,1500,0,4,0.652584045,18,13,11816,11025,0,1500,1500,0,24341,11025,0.419354839,0.580645161,0.517292706,0.482663515,5,2
6773,22304,2009/11/12,2009/11/12,女,4,北京,北京,CN,34.0,2014/3/31,25,25807,0,0,15853.0,10421.0,31686,28412.49,2014/3/16,3.125,3225.875,23,16,28.83333333,127,500,0,0,0.8966890740000001,14,11,16040,9767,0,500,500,0,26307,9767,0.44,0.56,0.621512709,0.37844854299999997,3,2
6779,7676,2007/11/2,2007/11/2,男,4,大连,辽宁,CN,47.0,2014/3/31,25,21807,0,0,12231.0,9213.0,41569,28380.89,2014/3/26,3.125,2725.875,1,6,30.16666667,121,0,0,0,0.682741707,10,15,10981,10826,0,0,0,0,21807,10826,0.6,0.4,0.503530814,0.496423331,0,2
6781,38371,2007/10/13,2008/12/20,男,4,东莞,广东,CN,44.0,2014/3/31,21,26884,0,0,15594.0,13490.0,39442,28373.41,2014/2/28,2.625,3360.5,29,33,33.45,106,0,0,2,0.7193704679999999,10,11,15688,11196,0,0,0,0,26884,11196,0.523809524,0.47619047600000003,0.58352241,0.416440394,2,2
6782,19119,2006/12/3,2006/12/22,男,4,岳阳,湖南,CN,50.0,2014/3/31,26,26298,0,0,13354.0,11216.0,33228,28372.92,2013/12/7,3.25,3287.25,1,116,24.56,90,0,0,0,0.853885879,16,10,12668,13630,0,0,0,0,26298,13630,0.384615385,0.615384615,0.481691319,0.5182706570000001,0,2
6784,18658,2008/10/15,2008/10/15,男,4,哈尔滨市,黑龙江,CN,48.0,2014/3/31,24,22795,0,0,11886.0,12208.0,43487,28370.94,2014/3/16,3.0,2849.375,16,16,30.39130435,133,1030,0,0,0.652400488,13,11,11791,11004,0,1030,1030,0,23825,11004,0.45833333299999995,0.541666667,0.517239867,0.482716266,1,2
6791,9829,2006/10/6,2006/10/21,男,4,广州,广东,CN,38.0,2014/3/31,7,21682,0,0,0.0,18267.0,36209,28355.7,2014/3/5,0.875,2710.25,407,27,49.5,111,0,0,0,0.7831119329999999,0,7,0,21682,0,0,0,0,21682,21682,1.0,0.0,0.0,0.9999538809999999,0,2
6795,56642,2007/7/26,2008/10/21,男,4,广州,广东,CN,54.0,2014/3/31,26,22783,0,0,20932.0,5029.0,41908,28348.37,2013/8/3,3.25,2847.875,0,242,19.56,88,0,0,2,0.676442923,20,6,18206,4577,0,0,0,0,22783,4577,0.23076923100000002,0.7692307690000001,0.799069522,0.200886587,2,2
6798,62831,2008/3/24,2008/3/24,男,4,哈尔滨,黑龙江,CN,48.0,2014/3/31,20,24193,0,0,0.0,26972.0,34702,28342.67,2014/3/27,2.5,3024.125,377,5,18.36842105,114,0,2000,0,0.816744568,0,20,0,24193,0,2000,2000,2000,26193,26193,1.0,0.0,0.0,0.999958667,1,2
6800,46097,2007/2/1,2007/3/23,男,4,广州,广东,CN,32.0,2014/3/31,29,22383,0,0,19582.0,6064.0,41010,28339.86,2014/2/21,3.625,2797.875,23,40,23.85714286,88,1157,797,0,0.6910475490000001,15,14,17895,4488,0,1954,1954,797,24337,5285,0.482758621,0.517241379,0.7994549679999999,0.200500357,16,2
6803,53784,2007/12/7,2007/12/7,男,4,长春市,吉林省,CN,64.0,2014/3/31,30,22918,0,0,5685.0,12052.0,39932,28331.46,2014/3/24,3.75,2864.75,39,8,23.5862069,64,0,0,0,0.709492637,11,19,8577,14341,0,0,0,0,22918,14341,0.6333333329999999,0.36666666700000006,0.374230987,0.625725381,0,2
6806,29204,2005/6/7,2005/9/6,男,4,珠海,广东,CN,38.0,2014/3/31,21,26362,0,0,2304.0,22343.0,37815,28329.56,2014/3/28,2.625,3295.25,321,4,20.3,80,0,0,0,0.749161973,2,19,2334,24028,0,0,0,0,26362,24028,0.904761905,0.095238095,0.088533171,0.9114288970000001,0,2
6809,54892,2006/8/31,2006/11/6,男,5,上海,上海,CN,46.0,2014/3/31,28,24884,0,0,9537.0,12146.0,37173,28325.37,2014/3/28,3.5,3110.5,15,4,26.37037037,131,16040,494,3,0.761987733,11,17,11343,13541,0,16534,16534,494,41418,14035,0.607142857,0.39285714299999996,0.455816757,0.544143058,13,2
6828,46009,2006/12/10,2007/5/7,男,4,玉林,广西,CN,42.0,2014/3/31,24,23968,0,0,17382.0,9255.0,39905,28264.41,2013/12/17,3.0,2996.0,11,106,26.69565217,99,5939,2007,3,0.708292445,15,9,16511,7457,0,7946,7946,2007,31914,9464,0.375,0.625,0.688848095,0.311110184,25,2
6829,56650,2007/7/8,2007/7/11,男,5,广州,广东,CN,31.0,2014/3/31,22,27427,0,0,9038.0,17950.0,38374,28259.3,2014/3/6,2.75,3428.375,39,26,31.71428571,275,2129,10555,2,0.736417887,6,16,9802,17625,0,12684,12684,10555,40111,28180,0.727272727,0.272727273,0.357372029,0.642591512,30,2
6831,39863,2009/3/2,2012/9/12,男,4,乌鲁木齐,新疆,CN,48.0,2014/3/31,19,23425,0,0,2892.0,19533.0,44788,28239.8,2014/3/30,2.375,2928.125,164,2,31.38888889,161,0,0,1,0.6305215679999999,2,17,3449,19976,0,0,0,0,23425,19976,0.894736842,0.10526315800000001,0.147229574,0.852727738,1,2
6832,20169,2005/1/1,2005/8/1,女,4,广州,广东,CN,47.0,2014/3/31,21,24410,0,0,24853.0,0.0,38692,28238.25,2013/1/28,2.625,3051.25,58,429,12.2,65,0,0,4,0.72982141,21,0,24410,0,0,0,0,0,24410,0,0.0,1.0,0.999959035,0.0,5,2
6837,56538,2007/6/20,2007/6/26,女,4,深圳,广东,CN,47.0,2014/3/31,31,25761,0,1287,9400.0,17664.0,36333,28232.96,2013/12/24,3.875,3220.125,1,99,21.03333333,121,0,0,4,0.777061074,13,18,8115,17646,1287,0,1287,1287,27048,18933,0.580645161,0.419354839,0.314998835,0.684962348,5,2
6841,56729,2007/9/1,2007/10/2,男,4,深圳,广东,CN,48.0,2014/3/31,30,21869,0,0,9948.0,9916.0,39091,28222.07,2014/3/26,3.75,2733.625,3,6,24.89655172,102,0,0,0,0.721958251,18,12,13807,8062,0,0,0,0,21869,8062,0.4,0.6,0.631321445,0.36863283,0,2
6843,47578,2007/9/1,2008/6/26,男,5,北京,北京,CN,38.0,2014/3/31,32,26468,0,559,10691.0,13502.0,36679,28221.04,2014/1/18,4.0,3308.5,44,74,19.77419355,85,2759,2910,1,0.769405927,13,19,10022,16446,559,5669,6228,3469,32696,19915,0.59375,0.40625,0.37863160700000004,0.6213306129999999,22,2
6845,30941,2009/3/14,2009/4/7,男,4,东莞,广东,CN,56.0,2014/3/31,23,28440,0,0,6772.0,27144.0,35575,28220.51,2014/1/20,2.875,3555.0,228,72,19.59090909,64,0,14680,1,0.793268025,6,17,4930,23510,0,14680,14680,14680,43120,38190,0.739130435,0.260869565,0.173341303,0.8266235359999999,5,2
6852,35538,2006/5/9,2006/5/9,女,5,长春,吉林,CN,38.0,2014/3/31,33,25833,0,496,8640.0,20377.0,30789,28204.59,2014/3/22,4.125,3229.125,2,10,22.46875,96,15478,4000,7,0.9160606059999999,10,23,7286,18547,496,19478,19974,4496,45807,23043,0.696969697,0.303030303,0.282031431,0.71792986,10,2
6856,47577,2007/6/22,2007/8/31,女,4,深圳,广东,CN,47.0,2014/3/31,22,23399,0,0,7956.0,15801.0,39063,28193.51,2014/3/23,2.75,2924.875,0,9,34.38095238,138,0,0,0,0.721744618,9,13,7293,16106,0,0,0,0,23399,16106,0.590909091,0.409090909,0.311666667,0.6882905979999999,0,2
6858,2142,2005/4/21,2005/5/24,男,4,东台,江苏,CN,49.0,2014/3/31,29,24536,0,0,10684.0,9621.0,34210,28183.89,2014/3/17,3.625,3067.0,4,15,25.42857143,110,0,0,0,0.8238494590000001,15,14,11121,13415,0,0,0,0,24536,13415,0.482758621,0.517241379,0.453233892,0.546725354,0,2
6863,44525,2005/10/6,2005/10/6,男,4,长春,吉林,CN,64.0,2014/3/31,33,25252,0,0,21016.0,6949.0,31263,28181.67,2014/2/27,4.125,3156.5,11,34,21.4375,134,0,0,3,0.901438442,24,9,17173,8079,0,0,0,0,25252,8079,0.272727273,0.727272727,0.680038015,0.319922385,3,2
6867,35254,2009/11/7,2009/11/7,男,4,乌鲁木齐,乌鲁木齐,CN,48.0,2014/3/31,19,14159,0,0,12171.0,8879.0,33998,28169.35,2013/11/28,2.375,1769.875,79,125,29.27777778,123,0,20123,0,0.828559033,9,10,2467,11692,0,20123,20123,20123,34282,31815,0.526315789,0.473684211,0.17422316399999999,0.825706215,16,2
6869,45039,2006/9/14,2006/11/15,女,4,香港,香港,HK,65.0,2014/3/31,23,20314,0,0,7248.0,13260.0,48150,28168.36,2014/3/29,2.875,2539.25,41,3,31.22727273,111,0,30000,0,0.5850126689999999,9,14,7945,12369,0,30000,30000,30000,50314,42369,0.608695652,0.39130434799999997,0.391090327,0.6088604479999999,1,2
6871,17803,2007/4/12,2007/4/12,男,4,上海,上海,CN,36.0,2014/3/31,25,23641,0,0,2640.0,4291.0,34014,28162.57,2014/3/3,3.125,2955.125,121,29,24.20833333,85,615,0,4,0.8279699540000001,12,13,11991,11650,0,615,615,0,24256,11650,0.52,0.48,0.507190593,0.492767109,5,2
6873,16870,2006/4/13,2006/4/13,男,4,沈阳市,辽宁省,CN,55.0,2014/3/31,31,24847,0,0,8012.0,5048.0,37662,28151.1,2013/12/17,3.875,3105.875,41,106,19.46666667,154,888,0,0,0.7474669429999999,23,8,18890,5957,0,888,888,0,25735,5957,0.258064516,0.7419354840000001,0.7602221509999999,0.239737605,1,2
6875,56136,2005/1/28,2005/2/15,男,4,广州,广东,CN,42.0,2014/3/31,7,15703,0,0,9400.0,4261.0,39469,28147.37,2013/8/14,0.875,1962.875,28,231,78.66666667,182,0,0,4,0.7131513340000001,4,3,11996,3707,0,0,0,0,15703,3707,0.428571429,0.571428571,0.7638818140000001,0.236054508,4,2
6879,46256,2007/5/26,2007/5/26,男,4,广州市,广东省,TH,39.0,2014/3/31,13,19305,0,0,10540.0,5564.0,36628,28136.7,2013/8/8,1.625,2413.125,44,237,37.5,184,0,0,0,0.7681746209999999,6,7,14068,5237,0,0,0,0,19305,5237,0.538461538,0.46153846200000004,0.728685383,0.27126282,0,2
6880,8506,2005/12/13,2005/12/13,男,5,深圳,广东,CN,52.0,2014/3/31,27,24631,0,0,17941.0,5655.0,36719,28132.47,2013/10/16,3.375,3078.875,49,168,19.76923077,154,0,0,0,0.7661556690000001,19,8,16543,8088,0,0,0,0,24631,8088,0.296296296,0.703703704,0.671606041,0.328353361,0,2
6881,9501,2005/12/15,2006/1/26,男,4,北京,北京,CN,37.0,2014/3/31,31,20164,0,0,19090.0,7591.0,42340,28132.43,2014/2/20,3.875,2520.5,14,41,22.53333333,177,0,0,2,0.664440954,22,9,14415,5749,0,0,0,0,20164,5749,0.290322581,0.709677419,0.714852467,0.285097942,5,2
6885,53842,2009/1/3,2009/1/3,男,4,北京,北京,CN,42.0,2014/3/31,22,28157,0,0,13306.0,10807.0,33181,28124.27,2014/1/27,2.75,3519.625,89,65,27.47619048,160,0,0,3,0.8476016390000001,9,13,14746,13411,0,0,0,0,28157,13411,0.590909091,0.409090909,0.523687762,0.476276724,3,2
6886,3994,2009/2/12,2010/3/21,男,4,,,JP,40.0,2014/3/31,14,29638,0,0,17689.0,12950.0,38154,28123.68,2014/2/16,1.75,3704.75,37,45,49.92307692,91,0,3147,0,0.7371096079999999,8,6,17044,12594,0,3147,3147,3147,32785,15741,0.428571429,0.571428571,0.575053139,0.424913121,3,2
6887,26980,2006/7/5,2006/7/17,男,4,.,北京,CN,53.0,2014/3/31,14,28526,0,1980,2049.0,22806.0,28062,28122.99,2014/3/15,1.75,3565.75,139,17,44.23076923,356,1500,0,6,1.002173402,2,12,2964,25562,1980,1500,3480,1980,32006,27542,0.857142857,0.14285714300000002,0.10390156699999999,0.8960633790000001,9,2
6888,26813,2005/11/5,2005/11/5,男,4,上海,上海,CN,46.0,2014/3/31,31,21113,0,0,9861.0,8219.0,40671,28120.49,2014/3/6,3.875,2639.125,23,26,22.73333333,129,800,1600,0,0.6914137840000001,18,13,12295,8818,0,2400,2400,1600,23513,10418,0.419354839,0.580645161,0.582315052,0.417637586,3,2
6891,28124,2007/2/10,2007/4/10,男,4,深圳,广东,CN,33.0,2014/3/31,24,24735,0,0,11472.0,14305.0,37453,28108.89,2014/3/6,3.0,3091.875,83,26,27.04347826,125,0,0,1,0.750511041,10,14,11473,13262,0,0,0,0,24735,13262,0.583333333,0.41666666700000005,0.463817917,0.536141656,1,2
6893,44521,2005/9/9,2005/9/9,男,4,长春,吉林,CN,48.0,2014/3/31,23,25058,0,0,8608.0,9472.0,33270,28106.63,2014/3/20,2.875,3132.25,4,12,32.5,168,1500,0,3,0.844804028,14,9,14663,10395,0,1500,1500,0,26558,10395,0.39130434799999997,0.608695652,0.585139072,0.41482102200000004,4,2
6896,61672,2009/7/16,2010/5/4,女,4,长春,吉林,CN,49.0,2014/3/31,23,25563,0,0,11099.0,11780.0,34315,28096.33,2014/3/31,2.875,3195.375,52,1,30.81818182,189,0,0,0,0.81877692,8,15,13352,12211,0,0,0,0,25563,12211,0.6521739129999999,0.347826087,0.52229698,0.47766390200000003,0,2
6899,40032,2009/1/17,2011/11/28,男,4,北京,北京,CN,47.0,2014/3/31,12,17970,0,0,11693.0,2686.0,38017,28084.29,2014/3/23,1.5,2246.25,13,9,64.45454545,271,0,0,0,0.738729779,8,4,15409,2561,0,0,0,0,17970,2561,0.333333333,0.666666667,0.8574369820000001,0.14250737300000002,0,2
6900,3380,2008/6/20,2008/8/31,男,4,,,SG,57.0,2014/3/31,28,23687,0,0,10931.0,11569.0,38434,28076.47,2014/1/24,3.5,2960.875,9,68,24.22222222,113,0,0,0,0.7305112659999999,16,12,11373,12314,0,0,0,0,23687,12314,0.428571429,0.571428571,0.480116515,0.51984127,0,2
6902,29910,2008/1/17,2008/4/22,男,4,北京,北京,CN,42.0,2014/3/31,16,27182,0,0,20538.0,3974.0,29193,28071.29,2014/3/27,2.0,3397.75,16,5,47.33333333,237,0,0,1,0.961576063,13,3,22557,4625,0,0,0,0,27182,4625,0.1875,0.8125,0.829820108,0.170143104,1,2
6904,28042,2006/11/14,2008/3/17,男,4,,北京,CN,48.0,2014/3/31,22,27101,0,0,13050.0,13111.0,28381,28068.15,2014/1/16,2.75,3387.625,27,76,29.9047619,124,0,500,0,0.98897678,12,10,13133,13968,0,500,500,500,27601,14468,0.454545455,0.545454545,0.484576784,0.515386318,1,2
6905,56193,2005/4/2,2005/4/18,男,4,北京,,CN,56.0,2014/3/31,35,25867,0,0,12750.0,11643.0,35144,28059.13,2014/3/10,4.375,3233.375,12,22,20.5,111,0,492,3,0.798404564,21,14,13922,11945,0,492,492,492,26359,12437,0.4,0.6,0.538193908,0.461767435,4,2
6906,45619,2006/2/19,2006/3/1,女,4,广州,广东,CN,,2014/3/31,28,23062,0,0,18822.0,6493.0,43024,28052.35,2013/12/27,3.5,2882.75,4,96,23.37037037,249,0,2000,1,0.652016316,19,9,16797,6265,0,2000,2000,2000,25062,8265,0.321428571,0.6785714290000001,0.728309413,0.271647227,2,2
6907,3261,2008/9/13,2010/5/8,男,4,MISATO,SAITAMA,JP,52.0,2014/3/31,27,18615,0,0,14209.0,18199.0,39435,28048.81,2014/3/7,3.375,2326.875,65,25,24.65384615,106,0,2000,3,0.711266895,11,16,7088,11527,0,2000,2000,2000,20615,13527,0.592592593,0.40740740700000005,0.380747744,0.619198539,4,2
6909,62986,2008/10/17,2008/10/17,女,6,乌鲁木齐,新疆,CN,54.0,2014/3/31,22,18229,0,0,8569.0,12860.0,51159,28036.36,2014/3/4,2.75,2278.625,11,28,32.95238095,137,0,911,1,0.548024004,8,14,5873,12356,0,911,911,911,19140,13267,0.636363636,0.363636364,0.322161273,0.677783873,3,2
6911,20724,2007/7/18,2010/2/7,男,4,天津,天津,CN,48.0,2014/3/31,29,25272,0,0,8500.0,8543.0,37760,28033.03,2014/3/1,3.625,3159.0,3,31,24.89285714,95,0,0,0,0.7424001590000001,14,15,13947,11325,0,0,0,0,25272,11325,0.517241379,0.482758621,0.5518537570000001,0.448106675,0,2
6913,18824,2006/5/15,2008/10/10,男,4,广州,广东,CN,54.0,2014/3/31,22,23549,0,0,4438.0,20446.0,38811,28027.81,2014/3/3,2.75,2943.625,41,29,31.47619048,159,0,0,0,0.722161501,4,18,2659,20890,0,0,0,0,23549,20890,0.818181818,0.181818182,0.112908705,0.8870488320000001,0,2
6914,48148,2005/12/11,2005/12/24,男,4,沈阳,辽宁,CN,68.0,2014/3/31,25,21553,0,0,5932.0,10004.0,40264,28024.32,2014/3/20,3.125,2694.125,42,12,28.20833333,166,1500,0,1,0.6960143059999999,13,12,11395,10158,0,1500,1500,0,23053,10158,0.48,0.52,0.528672172,0.47128143299999997,2,2
6915,29162,2005/4/14,2005/4/15,男,4,深圳,广东,CN,41.0,2014/3/31,29,24186,0,0,9950.0,15133.0,40515,28018.75,2013/12/7,3.625,3023.25,30,116,20.89285714,88,0,0,0,0.6915648529999999,13,16,9299,14887,0,0,0,0,24186,14887,0.551724138,0.448275862,0.384462728,0.615495928,1,2
6917,34551,2009/3/28,2009/3/30,男,4,长春,吉林,CN,34.0,2014/3/31,20,24683,0,0,11222.0,7236.0,35582,28013.3,2014/2/4,2.5,3085.375,22,57,34.31578947,157,0,0,0,0.787288517,14,6,14558,10125,0,0,0,0,24683,10125,0.3,0.7,0.5897747529999999,0.410184735,0,2
6922,11093,2005/3/30,2005/5/6,男,4,广州市,广东省,CN,43.0,2014/3/31,33,21348,0,0,16497.0,10147.0,39522,28007.12,2014/2/19,4.125,2668.5,6,42,21.34375,123,0,0,2,0.708646324,17,16,13257,8091,0,0,0,0,21348,8091,0.484848485,0.515151515,0.620965853,0.378987306,2,2
6926,2020,2004/12/4,2012/3/30,男,4,长沙,湖南,CN,55.0,2014/3/31,24,26238,0,0,12298.0,11527.0,32585,28004.12,2014/3/3,3.0,3279.75,9,29,30.13043478,134,0,0,0,0.859417523,11,13,13278,12960,0,0,0,0,26238,12960,0.541666667,0.45833333299999995,0.5060406270000001,0.493921262,0,2
6931,31224,2009/9/2,2009/9/2,女,4,广州,广东,CN,41.0,2014/3/31,23,23494,0,0,16029.0,8321.0,37696,27992.7,2014/3/8,2.875,2936.75,55,24,29.63636364,182,0,0,0,0.742590726,16,7,17529,5965,0,0,0,0,23494,5965,0.304347826,0.695652174,0.746073633,0.253883805,0,2
6932,11165,2005/5/16,2005/7/7,女,4,广州市,广东,CN,34.0,2014/3/31,22,24878,0,0,10877.0,11435.0,36713,27992.5,2013/9/30,2.75,3109.75,152,184,18.80952381,124,20484,35045,3,0.762468335,12,10,13980,10898,0,55529,55529,35045,80407,45943,0.454545455,0.545454545,0.561919691,0.438040114,39,2
6938,1109,2007/4/20,2007/10/25,男,4,广州,广东,CN,54.0,2014/3/31,17,20871,0,0,16873.0,3966.0,47605,27980.18,2014/3/27,2.125,2608.875,5,5,45.0625,253,0,0,0,0.587757168,13,4,14773,6098,0,0,0,0,20871,6098,0.235294118,0.764705882,0.7077903409999999,0.292161748,0,2
6939,46209,2007/4/5,2009/3/19,男,5,武汉,湖北,CN,38.0,2014/3/31,33,26735,0,1017,9662.0,16334.0,34086,27976.81,2014/3/26,4.125,3341.875,0,6,22.65625,133,0,800,0,0.8207712840000001,13,20,8633,18102,1017,800,1817,1817,28552,19919,0.606060606,0.393939394,0.322897965,0.677064632,1,2
6948,8787,2007/11/21,2007/11/21,男,4,哈尔滨,黑龙江,CN,47.0,2014/3/31,31,26583,0,155,10012.0,15654.0,35086,27943.9,2013/12/18,3.875,3322.875,9,105,20.56666667,125,0,0,0,0.7964401759999999,13,18,9835,16748,155,0,155,155,26738,16903,0.580645161,0.419354839,0.369959374,0.630003009,0,2
6954,47085,2004/11/25,2005/1/25,男,4,广州市,广东省,CN,39.0,2014/3/31,25,27257,0,0,13756.0,12762.0,34893,27935.19,2013/11/8,3.125,3407.125,53,145,22.20833333,75,1932,0,2,0.800595822,13,12,14125,13132,0,1932,1932,0,29189,13132,0.48,0.52,0.5181964929999999,0.481766821,14,2
6957,8778,2008/10/18,2008/10/18,男,4,哈尔滨,黑龙江,CN,53.0,2014/3/31,20,19218,0,0,5261.0,14638.0,57353,27933.18,2014/2/15,2.5,2402.25,161,46,27.57894737,153,0,0,0,0.48703956200000004,5,15,5406,13812,0,0,0,0,19218,13812,0.75,0.25,0.281284146,0.718663822,0,2
6959,62664,2007/5/31,2007/5/31,男,4,长春,吉林,CN,52.0,2014/3/31,28,27593,0,0,9352.0,14663.0,32100,27932.98,2014/3/20,3.5,3449.125,11,12,26.22222222,135,0,679,2,0.8701862929999999,12,16,12204,15389,0,679,679,679,28272,16068,0.571428571,0.428571429,0.442270059,0.557693702,3,2
6961,47646,2007/6/19,2007/6/19,男,4,成都,四川,CN,48.0,2014/3/31,24,30317,0,0,18916.0,11844.0,45887,27929.51,2014/3/24,3.0,3789.625,45,8,29.47826087,113,839,1697,0,0.608658444,15,9,19648,10669,0,2536,2536,1697,32853,12366,0.375,0.625,0.648063856,0.35190316,2,2
6968,49125,2009/3/6,2009/8/20,男,4,广州,广东,CN,43.0,2014/3/31,6,24121,0,0,13295.0,1900.0,39206,27898.46,2014/3/17,0.75,3015.125,161,15,111.0,365,0,0,0,0.711586492,5,1,21106,3015,0,0,0,0,24121,3015,0.166666667,0.833333333,0.8749689079999999,0.124989636,0,2
6971,9811,2006/9/12,2007/7/25,男,4,广州,广东,CN,57.0,2014/3/31,16,26523,0,0,8497.0,18397.0,32322,27897.33,2014/3/5,2.0,3315.375,41,27,44.2,188,0,0,1,0.8631065529999999,6,10,5902,20621,0,0,0,0,26523,20621,0.625,0.375,0.222515458,0.7774468409999999,1,2
6977,45968,2006/10/26,2006/10/26,男,4,上海,上海,CN,40.0,2014/3/31,24,27721,0,0,6295.0,10235.0,31043,27890.84,2014/1/22,3.0,3465.125,9,70,28.34782609,123,3000,800,0,0.898458268,12,12,13143,14578,0,3800,3800,800,31521,15378,0.5,0.5,0.474099993,0.525863935,5,2
6978,62958,2008/5/16,2008/5/20,男,4,乌鲁木齐,新疆,CN,46.0,2014/3/31,14,25826,0,0,9047.0,11396.0,33967,27890.81,2013/10/27,1.75,3228.25,47,157,40.53846154,150,0,500,4,0.8211149059999999,5,9,8644,17182,0,500,500,500,26326,17682,0.642857143,0.35714285700000004,0.334688504,0.665272777,5,2
6983,3738,2009/3/1,2009/3/4,男,4,广州,广东,CN,47.0,2014/3/31,19,26141,0,0,6541.0,14791.0,38670,27870.9,2014/3/9,2.375,3267.625,78,23,35.0,201,0,0,0,0.720737005,8,11,6106,20035,0,0,0,0,26141,20035,0.578947368,0.42105263200000004,0.2335705,0.766391248,0,2
6984,56630,2007/7/13,2008/7/3,男,4,哈尔滨,黑龙江,CN,45.0,2014/3/31,26,21181,0,0,15822.0,7788.0,46329,27866.93,2014/3/26,3.25,2647.625,12,6,28.52,126,0,0,0,0.601500788,18,8,13694,7487,0,0,0,0,21181,7487,0.307692308,0.692307692,0.646492305,0.353460485,0,2
6985,37373,2009/9/17,2010/1/6,男,4,广州,广东,CN,31.0,2014/3/31,14,22587,0,0,7380.0,15031.0,37447,27866.76,2013/12/3,1.75,2823.375,192,120,32.23076923,115,3910,10657,1,0.7441653540000001,4,10,7890,14697,0,14567,14567,10657,37154,25354,0.7142857140000001,0.28571428600000004,0.349300514,0.650655215,25,2
6986,28199,2007/5/6,2008/7/10,男,4,,北京,CN,59.0,2014/3/31,28,23715,0,0,10853.0,15256.0,37608,27863.73,2014/2/5,3.5,2964.375,115,56,20.74074074,94,0,0,0,0.7408990109999999,14,14,9309,14406,0,0,0,0,23715,14406,0.5,0.5,0.39251981799999996,0.607438017,0,2
6988,11744,2007/11/6,2007/12/20,男,5,湛江,广东,CN,64.0,2014/3/31,32,25851,0,0,14979.0,13971.0,36079,27861.9,2014/3/7,4.0,3231.375,23,25,22.03225806,214,0,0,0,0.772247013,17,15,12546,13305,0,0,0,0,25851,13305,0.46875,0.53125,0.485300944,0.514660374,0,2
6989,17823,2007/6/30,2007/6/30,男,4,长春,吉林,CN,40.0,2014/3/31,26,25464,0,0,10331.0,12902.0,31998,27858.81,2014/3/25,3.25,3183.0,112,7,24.48,95,0,0,1,0.870642228,12,14,12702,12762,0,0,0,0,25464,12762,0.538461538,0.46153846200000004,0.498802278,0.501158453,1,2
6991,18044,2006/7/25,2007/5/21,男,4,乌鲁木齐市,新疆,CN,48.0,2014/3/31,21,22965,0,0,8846.0,11531.0,48375,27852.03,2014/2/20,2.625,2870.625,12,41,33.9,121,0,492,0,0.575752558,10,11,13302,9663,0,492,492,492,23457,10155,0.523809524,0.47619047600000003,0.579204041,0.42075241700000005,1,2
6996,12099,2008/4/16,2009/1/19,男,4,北京,北京,CN,58.0,2014/3/31,22,28248,0,0,20792.0,4198.0,34120,27840.8,2013/9/8,2.75,3531.0,5,206,24.76190476,186,0,1318,2,0.815967175,17,5,24110,4138,0,1318,1318,1318,29566,5456,0.22727272699999998,0.772727273,0.853481539,0.146483061,4,2
6998,18750,2006/3/7,2006/3/7,男,4,广州,广东,CN,36.0,2014/3/31,26,23002,0,0,11266.0,14475.0,39495,27836.12,2014/3/30,3.25,2875.25,38,2,27.64,142,0,0,0,0.704801114,11,15,9590,13412,0,0,0,0,23002,13412,0.576923077,0.423076923,0.41690214299999995,0.583054384,0,2
7003,27881,2006/6/18,2006/6/18,男,4,北京,北京,CN,45.0,2014/3/31,17,28394,0,0,3500.0,20429.0,34840,27816.75,2014/3/23,2.125,3549.25,103,9,38.6875,210,0,0,0,0.7984141790000001,3,14,3539,24855,0,0,0,0,28394,24855,0.8235294120000001,0.176470588,0.124634619,0.8753301640000001,0,2
7004,16637,2009/7/16,2009/9/17,男,4,上海,上海,CN,44.0,2014/3/31,23,23196,0,0,12857.0,1324.0,34478,27813.18,2013/12/2,2.875,2899.5,17,121,26.95454545,146,0,0,0,0.806693544,16,7,18144,5052,0,0,0,0,23196,5052,0.304347826,0.695652174,0.782170108,0.217786783,0,2
7006,12963,2009/3/13,2009/3/13,男,4,,,CN,54.0,2014/3/31,29,22577,0,0,15456.0,12775.0,40069,27804.77,2014/1/15,3.625,2822.125,12,77,22.92857143,142,0,4597,0,0.6939222340000001,15,14,10399,12178,0,4597,4597,4597,27174,16775,0.482758621,0.517241379,0.46058109700000005,0.539374612,6,2
