,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
14689,61730,2010/12/31,2011/6/7,男,4,大连,辽宁,CN,47.0,2014/3/31,18,11711,0,0,13215.0,0.0,20474,16212.1,2013/1/15,2.25,1463.875,12,442,16.29411765,86,0,0,0,0.791838429,18,0,11711,0,0,0,0,0,11711,0,0.0,1.0,0.9999146170000001,0.0,0,1
14702,42024,2012/3/22,2012/3/22,男,4,廊坊,河北,CN,43.0,2014/3/31,11,14955,0,0,12620.0,0.0,23033,16199.2,2012/10/20,1.375,1869.375,39,529,16.3,70,0,0,0,0.703303955,11,0,14955,0,0,0,0,0,14955,0,0.0,1.0,0.9999331370000001,0.0,0,1
14720,12228,2008/7/6,2008/7/7,男,4,广州,,CN,34.0,2014/3/31,3,8355,0,0,7000.0,0.0,22239,16187.5,2012/11/23,0.375,1044.375,63,495,86.5,117,0,0,0,0.727887945,3,0,8355,0,0,0,0,0,8355,0,0.0,1.0,0.999880326,0.0,0,1
14771,58542,2010/7/31,2010/7/31,女,4,深圳,广东,CN,42.0,2014/3/31,2,18792,0,0,7200.0,0.0,20188,16150.4,2012/9/12,0.25,2349.0,151,567,13.0,13,0,0,0,0.8,2,0,18792,0,0,0,0,0,18792,0,0.0,1.0,0.9999467890000001,0.0,0,1
14775,13782,2010/7/8,2010/7/8,男,4,北京,,CN,47.0,2014/3/31,7,12060,0,0,10985.0,0.0,18937,16146.85,2012/10/14,0.875,1507.5,9,535,31.16666667,93,0,0,0,0.852661456,7,0,12060,0,0,0,0,0,12060,0,0.0,1.0,0.999917088,0.0,0,1
14809,59075,2010/12/16,2011/1/1,男,4,DIJON,BONNGOGNE,FR,28.0,2014/3/31,3,8679,0,0,7014.0,0.0,21405,16110.4,2012/12/16,0.375,1084.875,114,472,72.5,84,0,0,1,0.752646578,3,0,8679,0,0,0,0,0,8679,0,0.0,1.0,0.999884793,0.0,1,1
14826,27238,2011/1/14,2012/9/5,男,4,北京,,CN,42.0,2014/3/31,3,9424,0,0,7000.0,0.0,22155,16098.6,2012/9/18,0.375,1178.0,157,561,6.5,12,2814,8101,0,0.7266350709999999,3,0,9424,0,0,10915,10915,8101,20339,8101,0.0,1.0,0.999893899,0.0,16,1
14830,44846,2009/6/26,2009/6/26,女,4,沈阳,辽宁,CN,35.0,2014/3/31,20,14868,0,0,12808.0,0.0,20916,16095.5,2012/12/27,2.5,1858.5,16,461,13.36842105,50,0,0,0,0.7695305029999999,20,0,14868,0,0,0,0,0,14868,0,0.0,1.0,0.9999327459999999,0.0,2,1
14901,20836,2007/11/7,2010/2/22,男,4,哈尔滨,黑龙江,CN,55.0,2014/3/31,16,14100,0,0,13607.0,0.0,22433,16017.65,2013/2/5,2.0,1762.5,87,421,14.86666667,70,0,0,0,0.714021754,16,0,14100,0,0,0,0,0,14100,0,0.0,1.0,0.9999290829999999,0.0,0,1
14906,51680,2012/7/1,2012/7/1,女,4,PARIS,,FR,18.0,2014/3/31,3,13687,0,0,6965.0,0.0,21287,16015.3,2012/8/26,0.428571429,1955.285714,0,584,28.0,54,0,0,0,0.7523512,3,0,13687,0,0,0,0,0,13687,0,0.0,1.0,0.999926943,0.0,0,1
14991,24639,2012/3/4,2012/5/6,男,4,广州,广东,CN,49.0,2014/3/31,8,13979,0,0,12442.0,0.0,18453,15937.7,2012/12/20,1.0,1747.375,35,468,32.57142857,188,0,0,0,0.8636915409999999,8,0,13979,0,0,0,0,0,13979,0,0.0,1.0,0.9999284690000001,0.0,0,1
15038,1556,2011/6/13,2011/6/17,男,4,广州,广东,CN,45.0,2014/3/31,2,9304,0,0,5700.0,0.0,24464,15901.6,2012/11/4,0.25,1163.0,209,514,8.0,8,0,0,0,0.65,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15039,12436,2008/6/26,2009/9/29,女,4,番禺,广东,CN,79.0,2014/3/31,2,9304,0,0,5700.0,0.0,24464,15901.6,2012/8/1,0.25,1163.0,42,609,80.0,80,0,0,0,0.65,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15040,20926,2007/12/14,2012/7/26,女,4,Oakland,CA,US,32.0,2014/3/31,2,9304,0,0,5700.0,0.0,24464,15901.6,2012/8/30,0.25,1163.0,116,580,35.0,35,0,0,0,0.65,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15041,22804,2010/8/29,2012/7/30,男,4,ARCADIA,CA,US,19.0,2014/3/31,2,9304,0,0,5700.0,0.0,24464,15901.6,2012/8/18,0.25,1163.0,120,592,19.0,19,0,0,0,0.65,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15042,57788,2008/11/7,2008/11/7,女,4,广州,广东,CN,39.0,2014/3/31,2,9304,0,0,5700.0,0.0,24464,15901.6,2012/8/17,0.25,1163.0,108,593,30.0,30,0,0,0,0.65,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15050,28789,2012/4/1,2012/4/30,男,4,深圳,广东,CN,56.0,2014/3/31,8,15539,0,0,15853.0,0.0,18256,15894.3,2012/7/19,1.0,1942.375,29,622,11.42857143,45,0,0,0,0.8706343120000001,8,0,15539,0,0,0,0,0,15539,0,0.0,1.0,0.99993565,0.0,0,1
15126,8086,2011/11/18,2011/11/18,女,4,北京,.,CN,32.0,2014/3/31,11,12892,0,0,13090.0,0.0,15829,15829.0,2012/10/15,1.375,1611.5,34,534,16.3,45,0,0,0,1.0,11,0,12892,0,0,0,0,0,12892,0,0.0,1.0,0.9999224390000001,0.0,2,1
15132,50533,2011/11/6,2011/11/11,女,4,大连,辽宁,CN,32.0,2014/3/31,15,15477,0,0,13364.0,0.0,19102,15822.25,2012/9/20,1.875,1934.625,15,559,11.21428571,48,0,0,0,0.8283033190000001,15,0,15477,0,0,0,0,0,15477,0,0.0,1.0,0.999935392,0.0,0,1
15135,27073,2008/12/19,2008/12/19,男,4,乌鲁木齐,新疆,CN,55.0,2014/3/31,8,12917,0,0,11176.0,1447.0,25157,15820.5,2013/4/18,1.0,1614.625,134,349,35.42857143,73,0,0,1,0.628870692,6,2,12917,0,0,0,0,0,12917,0,0.25,0.75,0.9999225890000001,0.0,1,1
15204,59330,2011/3/24,2011/5/20,女,4,广州,广东,CN,53.0,2014/3/31,8,13495,0,0,10394.0,0.0,20043,15764.6,2013/1/25,1.0,1686.875,19,432,40.0,186,0,100,0,0.786538941,8,0,13495,0,0,100,100,100,13595,100,0.0,1.0,0.999925904,0.0,1,1
15205,32897,2012/5/7,2012/5/7,男,4,武汉,湖北,CN,41.0,2014/3/31,5,15281,0,0,8033.0,0.0,23839,15764.35,2012/11/8,0.625,1910.125,0,510,46.25,172,0,0,0,0.66128403,5,0,15281,0,0,0,0,0,15281,0,0.0,1.0,0.999934564,0.0,0,1
15208,59748,2011/8/3,2011/8/3,男,4,汕头,广东,CN,46.0,2014/3/31,11,13483,0,0,14731.0,0.0,17353,15761.4,2012/7/6,1.375,1685.375,3,635,9.3,30,0,0,0,0.9082809890000001,11,0,13483,0,0,0,0,0,13483,0,0.0,1.0,0.999925838,0.0,0,1
15211,41950,2011/12/31,2011/12/31,女,4,HIMEJI-SHI,HYOGO-KEN,JP,46.0,2014/3/31,8,15946,0,0,14074.0,3500.0,18974,15759.35,2013/5/5,1.0,1993.25,95,332,43.42857143,117,0,0,0,0.830576051,6,2,12360,3586,0,0,0,0,15946,3586,0.25,0.75,0.775067411,0.22486988100000002,0,1
15223,59761,2012/2/16,2012/4/6,男,4,汕头,广东,CN,38.0,2014/3/31,24,16443,0,0,16152.0,0.0,21154,15739.05,2013/1/28,3.0,2055.375,5,429,12.91304348,56,0,0,0,0.744022407,24,0,16443,0,0,0,0,0,16443,0,0.0,1.0,0.9999391879999999,0.0,0,1
15259,50414,2011/8/21,2011/8/24,男,4,瓯海,浙江,CN,57.0,2014/3/31,2,13287,0,0,6900.0,0.0,20272,15710.8,2012/4/29,0.25,1660.875,11,703,17.0,17,1500,0,0,0.775,2,0,13287,0,0,1500,1500,0,14787,0,0.0,1.0,0.9999247440000001,0.0,1,1
15342,32825,2011/9/11,2011/9/11,男,4,三亚,海南,CN,46.0,2014/3/31,8,12841,0,0,12348.0,0.0,18808,15642.7,2012/12/14,1.0,1605.125,88,474,24.14285714,66,0,0,0,0.8317045940000001,8,0,12841,0,0,0,0,0,12841,0,0.0,1.0,0.9999221309999999,0.0,0,1
15353,32703,2011/8/1,2011/8/1,男,4,杭州,浙江,CN,32.0,2014/3/31,23,14007,0,0,14448.0,840.0,19757,15633.8,2013/4/11,2.875,1750.875,11,356,16.54545455,47,0,0,0,0.7913043479999999,22,1,13220,787,0,0,0,0,14007,787,0.043478261,0.956521739,0.9437464309999999,0.056182182000000004,0,1
15376,22597,2012/1/1,2012/1/1,男,4,SEOUL,KANGMAM-GU,KR,40.0,2014/3/31,9,14777,0,0,14140.0,0.0,20543,15612.1,2013/3/26,1.125,1847.125,50,372,38.625,159,0,0,0,0.759971767,9,0,14777,0,0,0,0,0,14777,0,0.0,1.0,0.999932332,0.0,0,1
15398,59591,2011/5/27,2011/5/27,男,4,广州,广东,CN,33.0,2014/3/31,12,13499,0,0,14038.0,0.0,19575,15594.0,2013/1/28,1.5,1687.375,60,429,22.0,75,0,0,0,0.796628352,12,0,13499,0,0,0,0,0,13499,0,0.0,1.0,0.999925926,0.0,0,1
15411,59427,2012/5/31,2012/5/31,男,4,Gangbuk-gu,Seoul,KR,43.0,2014/3/31,21,10710,0,0,22220.0,0.0,19655,15584.65,2013/2/2,2.625,1338.75,0,424,12.35,37,0,0,0,0.792910201,21,0,10710,0,0,0,0,0,10710,0,0.0,1.0,0.999906638,0.0,0,1
15568,1680,2012/4/4,2012/4/14,男,4,江门,广东,CN,46.0,2014/3/31,8,10286,0,0,10989.0,0.0,20231,15444.55,2013/3/4,1.0,1285.75,10,394,46.28571429,184,0,0,0,0.763410113,8,0,10286,0,0,0,0,0,10286,0,0.0,1.0,0.99990279,0.0,0,1
15576,1557,2011/8/23,2011/8/24,男,4,广州,广东,CN,44.0,2014/3/31,19,12786,0,0,14861.0,0.0,21791,15435.85,2013/2/8,2.375,1598.25,38,418,15.27777778,54,0,0,0,0.708358956,19,0,12786,0,0,0,0,0,12786,0,0.0,1.0,0.999921796,0.0,1,1
15621,4758,2011/4/6,2011/9/18,男,4,ROSEMEAD,CALIFORNIA,US,55.0,2014/3/31,4,10560,0,0,6580.0,0.0,28003,15401.65,2012/8/1,0.5,1320.0,92,609,10.0,13,0,0,0,0.55,4,0,10560,0,0,0,0,0,10560,0,0.0,1.0,0.999905312,0.0,0,1
15647,25131,2012/9/15,2012/9/15,男,4,沈阳,辽宁,CN,34.0,2014/3/31,6,16908,0,0,9622.0,0.0,19334,15372.4,2012/11/21,0.857142857,2415.428571,0,497,13.4,49,0,0,0,0.795096721,6,0,16908,0,0,0,0,0,16908,0,0.0,1.0,0.99994086,0.0,0,1
15685,16706,2010/3/17,2010/3/30,男,4,上海,上海,CN,34.0,2014/3/31,16,12266,0,0,9031.0,0.0,17706,15336.45,2013/2/8,2.0,1533.25,16,418,19.8,95,0,0,1,0.866172484,16,0,12266,0,0,0,0,0,12266,0,0.0,1.0,0.99991848,0.0,2,1
15701,21514,2008/7/20,2012/9/17,男,4,北京,北京,CN,42.0,2014/3/31,10,12891,0,0,11536.0,0.0,19611,15326.1,2013/3/25,1.25,1611.375,169,373,21.0,107,0,0,0,0.781505278,10,0,12891,0,0,0,0,0,12891,0,0.0,1.0,0.9999224329999999,0.0,0,1
15719,50385,2011/9/9,2011/9/18,男,4,中山,广东,CN,31.0,2014/3/31,12,13060,0,0,11100.0,2772.0,22856,15317.05,2013/4/7,1.5,1632.5,12,360,32.63636364,135,0,0,0,0.670154445,10,2,11238,1822,0,0,0,0,13060,1822,0.166666667,0.833333333,0.8604241640000001,0.139499273,0,1
15755,14541,2011/6/19,2011/6/19,男,4,沈阳,辽宁,CN,48.0,2014/3/31,13,8762,0,0,12580.0,0.0,26429,15290.2,2012/10/10,1.625,1095.25,76,539,9.666666667000001,51,0,0,0,0.578538726,13,0,8762,0,0,0,0,0,8762,0,0.0,1.0,0.9998858840000001,0.0,0,1
15757,13109,2009/12/11,2010/2/2,女,4,LOS ANGELES,CALIFORNIA,US,80.0,2014/3/31,2,9304,0,0,5250.0,0.0,24464,15290.0,2012/5/17,0.25,1163.0,18,685,28.0,28,0,0,2,0.625,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,2,1
15762,56003,2013/1/22,2013/2/14,女,4,La Jolla,,US,36.0,2014/3/31,2,9304,0,0,5400.0,0.0,24464,15290.0,2013/3/3,0.4,1860.8,23,395,17.0,17,0,0,0,0.625,2,0,9304,0,0,0,0,0,9304,0,0.0,1.0,0.999892531,0.0,0,1
15804,21396,2008/10/13,2009/10/17,男,4,广州,广东,CN,39.0,2014/3/31,15,11221,0,0,12751.0,345.0,18858,15262.1,2013/4/1,1.875,1402.625,1,366,26.0,166,0,0,0,0.8093170009999999,14,1,10997,224,0,0,0,0,11221,224,0.066666667,0.933333333,0.979950098,0.019960791000000002,0,1
15836,33339,2012/4/12,2012/4/12,男,4,上海,上海,CN,31.0,2014/3/31,16,13854,0,0,14632.0,0.0,17099,15234.4,2012/10/20,2.0,1731.75,0,529,12.73333333,30,0,0,0,0.8909526870000001,16,0,13854,0,0,0,0,0,13854,0,0.0,1.0,0.999927824,0.0,0,1
15903,42374,2012/4/1,2012/4/3,女,4,上海市,上海市,CN,30.0,2014/3/31,12,14376,0,0,14848.0,0.0,15696,15172.8,2012/11/3,1.5,1797.0,2,515,19.45454545,106,0,0,0,0.966666667,12,0,14376,0,0,0,0,0,14376,0,0.0,1.0,0.9999304440000001,0.0,0,1
15925,49139,2011/7/28,2011/9/30,女,4,广州,广东,CN,34.0,2014/3/31,17,11671,0,0,14084.0,0.0,23169,15148.35,2013/1/11,2.125,1458.875,64,446,13.8125,50,0,0,0,0.653819759,17,0,11671,0,0,0,0,0,11671,0,0.0,1.0,0.999914325,0.0,0,1
15929,25607,2013/2/1,2013/2/1,男,4,LAGOS,LAGOS,NI,47.0,2014/3/31,3,9176,0,0,10225.0,0.0,28608,15144.3,2013/2/19,0.6,1835.2,0,407,9.0,18,0,0,0,0.529372903,3,0,9176,0,0,0,0,0,9176,0,0.0,1.0,0.9998910320000001,0.0,0,1
15938,24830,2012/7/27,2012/7/27,男,4,库尔勒,新疆,CN,38.0,2014/3/31,12,13690,0,0,10058.0,0.0,18922,15136.2,2013/3/29,1.714285714,1955.714286,0,369,22.27272727,180,0,0,0,0.799926012,12,0,13690,0,0,0,0,0,13690,0,0.0,1.0,0.9999269590000001,0.0,0,1
15959,12738,2008/9/25,2008/9/25,女,4,广州,广东,CN,38.0,2014/3/31,20,11185,0,0,14427.0,0.0,23802,15116.6,2012/12/7,2.5,1398.125,11,481,12.57894737,40,2190,927,2,0.635097891,20,0,11185,0,0,3117,3117,927,14302,927,0.0,1.0,0.999910603,0.0,24,1
15977,4772,2010/7/25,2010/7/25,男,4,北京,,CN,37.0,2014/3/31,11,13356,0,0,12193.0,0.0,18690,15103.45,2013/1/20,1.375,1669.5,81,437,21.3,68,0,0,0,0.8081032640000001,11,0,13356,0,0,0,0,0,13356,0,0.0,1.0,0.999925133,0.0,0,1
16028,33432,2012/5/23,2012/5/28,男,4,北京,北京,CN,33.0,2014/3/31,9,12926,0,0,11051.0,1440.0,17147,15061.6,2013/4/20,1.125,1615.75,5,347,40.875,99,0,0,0,0.878381058,8,1,11229,1697,0,0,0,0,12926,1697,0.111111111,0.8888888890000001,0.868647018,0.131275625,0,1
16061,28309,2008/3/3,2008/3/27,男,4,广州,广东,CN,55.0,2014/3/31,16,14267,0,0,17039.0,0.0,18922,15032.6,2012/12/10,2.0,1783.375,4,478,16.6,66,0,0,0,0.7944509040000001,16,0,14267,0,0,0,0,0,14267,0,0.0,1.0,0.999929913,0.0,0,1
16070,59374,2011/6/21,2011/6/21,男,4,北京,北京,CN,54.0,2014/3/31,12,12949,0,0,13623.0,0.0,18578,15025.5,2012/10/19,1.5,1618.625,19,530,16.54545455,45,0,0,0,0.8087792009999999,12,0,12949,0,0,0,0,0,12949,0,0.0,1.0,0.99992278,0.0,0,1
16086,22533,2012/12/9,2012/12/9,男,4,晋江,福州,CN,28.0,2014/3/31,5,8503,0,0,5882.0,561.0,22031,15013.15,2013/4/17,0.833333333,1417.166667,0,350,32.25,121,0,0,0,0.6814556759999999,4,1,7988,515,0,0,0,0,8503,515,0.2,0.8,0.9393226720000001,0.060559737,0,1
16088,41241,2011/7/8,2012/7/7,女,4,深圳,广东,CN,41.0,2014/3/31,3,10090,0,0,6263.0,0.0,26541,15012.95,2012/10/7,0.375,1261.25,97,542,46.0,86,0,0,0,0.5656512570000001,3,0,10090,0,0,0,0,0,10090,0,0.0,1.0,0.999900902,0.0,0,1
16089,24749,2012/7/31,2012/7/31,女,4,北京,北京,CN,39.0,2014/3/31,11,12441,0,0,12898.0,0.0,19244,15011.75,2013/2/17,1.571428571,1777.285714,0,409,20.1,86,0,0,0,0.7800743090000001,11,0,12441,0,0,0,0,0,12441,0,0.0,1.0,0.999919627,0.0,0,1
16143,14844,2012/1/6,2012/4/28,女,4,花都,广东,CN,46.0,2014/3/31,14,15334,0,0,14656.0,0.0,18312,14976.6,2013/1/11,1.75,1916.75,27,446,19.84615385,57,0,0,0,0.817857143,14,0,15334,0,0,0,0,0,15334,0,0.0,1.0,0.99993479,0.0,0,1
16146,15076,2011/12/9,2011/12/9,男,4,北京,.,CN,35.0,2014/3/31,16,14220,0,0,13735.0,0.0,21144,14973.95,2012/10/20,2.0,1777.5,6,529,13.06666667,60,0,0,0,0.708189084,16,0,14220,0,0,0,0,0,14220,0,0.0,1.0,0.9999296809999999,0.0,2,1
16196,58134,2010/2/23,2010/3/1,男,4,佛山市,广东省,CN,34.0,2014/3/31,7,13679,0,0,4744.0,6398.0,20626,14932.25,2013/5/29,0.875,1709.875,134,308,48.16666667,180,0,0,0,0.723952778,3,4,5103,8576,0,0,0,0,13679,8576,0.571428571,0.428571429,0.373026316,0.626900585,0,1
16225,42809,2012/7/22,2012/7/22,男,4,上海,上海,CN,37.0,2014/3/31,5,17291,0,0,8368.0,0.0,19321,14909.2,2013/3/8,0.7142857140000001,2470.142857,0,390,57.25,221,0,0,0,0.771657782,5,0,17291,0,0,0,0,0,17291,0,0.0,1.0,0.99994217,0.0,0,1
16231,34612,2010/4/4,2012/6/9,男,4,沈阳,辽宁,CN,47.0,2014/3/31,10,14371,0,0,10499.0,978.0,19346,14904.4,2013/6/11,1.25,1796.375,69,295,40.77777778,129,0,0,0,0.770412488,9,1,13904,467,0,0,0,0,14371,467,0.1,0.9,0.967436682,0.032493738,0,1
16237,40816,2011/7/16,2011/8/12,女,4,昆明,云南,CN,45.0,2014/3/31,14,10108,0,0,13287.0,0.0,20087,14899.7,2013/3/17,1.75,1263.5,4,381,26.61538462,92,0,0,0,0.741758351,14,0,10108,0,0,0,0,0,10108,0,0.0,1.0,0.9999010779999999,0.0,0,1
16254,25982,2011/1/3,2011/1/3,女,4,大连,辽宁,CN,30.0,2014/3/31,14,11952,0,0,16018.0,0.0,17808,14884.1,2013/1/18,1.75,1494.0,57,439,18.07692308,49,0,0,1,0.835809748,14,0,11952,0,0,0,0,0,11952,0,0.0,1.0,0.9999163390000001,0.0,1,1
16281,19313,2007/4/26,2007/8/8,男,4,广州,广东,CN,43.0,2014/3/31,3,16205,0,0,10483.0,0.0,16182,14859.6,2012/9/4,0.375,2025.625,150,575,3.0,5,0,0,0,0.91827957,3,0,16205,0,0,0,0,0,16205,0,0.0,1.0,0.999938294,0.0,0,1
16288,24020,2011/10/28,2011/11/23,男,4,株州,湖南,CN,33.0,2014/3/31,21,14420,0,0,13181.0,1335.0,16690,14854.45,2013/4/21,2.625,1802.5,16,346,18.45,86,0,0,2,0.890020971,19,2,13197,1223,0,0,0,0,14420,1223,0.095238095,0.904761905,0.915123778,0.084806879,2,1
16349,51612,2012/5/6,2012/5/24,男,4,上海,上海,CN,40.0,2014/3/31,15,14349,0,0,10544.0,1874.0,18057,14805.55,2013/4/12,1.875,1793.625,18,355,23.07142857,91,3403,1651,0,0.819934098,13,2,12388,1961,0,5054,5054,1651,19403,3612,0.133333333,0.8666666670000001,0.863275261,0.136655052,9,1
16484,7537,2009/6/2,2010/4/19,男,4,沈阳市,辽宁省,CN,39.0,2014/3/31,15,12278,0,0,10322.0,0.0,23326,14711.3,2013/3/23,1.875,1534.75,3,375,25.21428571,110,0,0,1,0.6306825,15,0,12278,0,0,0,0,0,12278,0,0.0,1.0,0.99991856,0.0,1,1
16485,55522,2010/8/18,2010/10/12,男,4,上海,上海,CN,31.0,2014/3/31,19,12664,0,0,6970.0,0.0,17535,14710.45,2012/12/20,2.375,1583.0,5,468,14.33333333,72,1469,0,1,0.838919304,19,0,12664,0,0,1469,1469,0,14133,0,0.0,1.0,0.999921042,0.0,10,1
16533,57084,2008/2/3,2012/4/23,男,4,,,SG,72.0,2014/3/31,13,8550,0,0,9510.0,0.0,23042,14673.1,2012/8/12,1.625,1068.75,22,598,9.25,63,0,0,0,0.636798021,13,0,8550,0,0,0,0,0,8550,0,0.0,1.0,0.999883055,0.0,0,1
16541,23762,2012/8/15,2012/8/19,男,4,ANAHEIM,CA,US,56.0,2014/3/31,3,16355,0,0,8030.0,0.0,15994,14668.06,2012/8/29,0.428571429,2336.428571,4,581,5.0,10,0,0,0,0.917097662,3,0,16355,0,0,0,0,0,16355,0,0.0,1.0,0.99993886,0.0,0,1
16561,37178,2007/5/31,2009/6/8,男,4,广州,广东,CN,54.0,2014/3/31,13,12663,0,0,13183.0,0.0,20011,14648.9,2012/10/23,1.625,1582.875,24,526,15.08333333,45,121,0,0,0.7320423770000001,13,0,12663,0,0,121,121,0,12784,0,0.0,1.0,0.9999210359999999,0.0,4,1
16596,17317,2009/6/11,2009/9/22,男,4,哈尔滨,黑龙江,CN,52.0,2014/3/31,20,13300,0,0,15235.0,0.0,18106,14621.35,2013/2/23,2.5,1662.5,72,403,13.47368421,77,0,0,0,0.8075416990000001,20,0,13300,0,0,0,0,0,13300,0,0.0,1.0,0.999924818,0.0,0,1
16610,30551,2008/8/13,2008/8/13,男,4,广州,,CN,57.0,2014/3/31,19,7601,0,0,13947.0,0.0,29921,14608.5,2013/1/15,2.375,950.125,0,442,16.05555556,50,0,0,0,0.48823568700000003,19,0,7601,0,0,0,0,0,7601,0,0.0,1.0,0.999868456,0.0,0,1
16617,31775,2011/7/18,2011/7/18,女,4,Australia,nsw,AU,27.0,2014/3/31,5,12176,0,0,8450.0,690.0,18639,14601.85,2013/5/16,0.625,1522.0,59,321,87.75,190,0,0,0,0.78340308,4,1,11530,646,0,0,0,0,12176,646,0.2,0.8,0.9468670440000001,0.053050834000000005,0,1
16631,12691,2008/9/15,2008/9/26,男,4,德山市,山口県,JP,49.0,2014/3/31,10,11726,0,0,13839.0,0.0,15915,14593.5,2012/11/17,1.25,1465.75,41,501,21.0,115,0,0,0,0.916965127,10,0,11726,0,0,0,0,0,11726,0,0.0,1.0,0.9999147270000001,0.0,0,1
16634,14253,2011/7/5,2011/8/4,女,4,沈阳,辽宁,CN,34.0,2014/3/31,22,12877,0,0,12889.0,672.0,18225,14590.6,2013/4/18,2.75,1609.625,1,349,18.14285714,80,0,0,0,0.800581619,21,1,12464,413,0,0,0,0,12877,413,0.045454545,0.954545455,0.967852151,0.032070197,0,1
16637,13101,2009/3/23,2009/3/23,男,4,上海,上海,CN,35.0,2014/3/31,11,15772,0,0,7660.0,1730.0,21887,14587.8,2013/4/20,1.375,1971.5,22,347,36.2,209,1500,0,0,0.666505231,10,1,14500,1272,0,1500,1500,0,17272,1272,0.090909091,0.9090909090000001,0.919292462,0.080644139,2,1
16645,21864,2011/4/2,2011/6/5,男,4,salt lake,,US,47.0,2014/3/31,3,16297,0,0,8066.0,0.0,15209,14581.86,2012/12/9,0.375,2037.125,96,479,78.0,146,0,0,0,0.958765205,3,0,16297,0,0,0,0,0,16297,0,0.0,1.0,0.999938643,0.0,0,1
16649,30901,2010/4/5,2010/4/5,男,4,SINGAPORE,SINGAPORE,SG,33.0,2014/3/31,13,10057,0,0,12874.0,0.0,20103,14579.3,2012/11/16,1.625,1257.125,11,502,18.16666667,48,0,0,1,0.725230065,13,0,10057,0,0,0,0,0,10057,0,0.0,1.0,0.999900577,0.0,1,1
16654,22943,2012/5/2,2012/7/22,男,4,NONTNORENCY,,FR,40.0,2014/3/31,3,8026,0,0,5878.0,0.0,21558,14576.2,2012/8/7,0.375,1003.25,81,603,8.0,15,0,0,0,0.6761387879999999,3,0,8026,0,0,0,0,0,8026,0,0.0,1.0,0.99987542,0.0,0,1
16664,4545,2011/10/17,2011/10/18,男,4,广州,广东,CN,29.0,2014/3/31,6,13808,0,0,14258.0,0.0,18886,14561.6,2012/10/9,0.75,1726.0,21,540,34.0,128,0,0,0,0.771026157,6,0,13808,0,0,0,0,0,13808,0,0.0,1.0,0.999927583,0.0,0,1
16733,38952,2008/3/28,2008/3/28,男,4,北京,北京,CN,42.0,2014/3/31,13,13040,0,0,12993.0,0.0,15162,14512.8,2012/12/31,1.625,1630.0,40,457,19.5,46,0,0,0,0.95718243,13,0,13040,0,0,0,0,0,13040,0,0.0,1.0,0.9999233190000001,0.0,0,1
16746,2189,2005/6/3,2005/6/3,男,4,,,US,52.0,2014/3/31,3,10502,0,0,5974.0,0.0,25772,14501.6,2012/6/26,0.375,1312.75,74,645,6.0,10,0,0,0,0.562688189,3,0,10502,0,0,0,0,0,10502,0,0.0,1.0,0.999904789,0.0,0,1
16802,19254,2007/3/14,2007/4/11,男,4,北京,北京,CN,40.0,2014/3/31,6,13038,0,0,12840.0,0.0,14454,14454.0,2012/8/6,0.75,1629.75,1,604,25.2,61,0,0,1,1.0,6,0,13038,0,0,0,0,0,13038,0,0.0,1.0,0.999923307,0.0,2,1
16863,59529,2011/5/2,2011/5/5,女,4,Jung-gu,Seoul,KR,32.0,2014/3/31,8,11540,0,0,13020.0,0.0,18576,14396.4,2013/3/6,1.0,1442.5,94,392,35.0,123,0,0,0,0.775,8,0,11540,0,0,0,0,0,11540,0,0.0,1.0,0.999913352,0.0,0,1
16948,60468,2012/4/4,2012/4/4,男,4,北京,北京,CN,32.0,2014/3/31,14,12861,0,0,14183.0,0.0,15873,14331.4,2012/10/19,1.75,1607.625,0,530,15.23076923,61,0,0,0,0.902879103,14,0,12861,0,0,0,0,0,12861,0,0.0,1.0,0.9999222520000001,0.0,0,1
