,MemberNo,Gender,Age,WorkCity,FFPdate,Category
14721,1987,女,30.0,广东,2013/3/28,0
14722,28026,女,40.0,化州,2006/12/21,2
14723,58914,女,48.0,南京,2011/6/30,0
14724,51064,女,32.0,北京,2012/9/18,0
14725,22024,男,42.0,武汉市,2010/10/10,0
14726,51033,男,37.0,上海市,2012/1/24,0
14727,31518,男,31.0,深圳,2010/10/8,0
14728,40226,男,42.0,广州,2010/12/27,0
14729,30430,男,42.0,武汉,2010/2/13,3
14730,48686,女,51.0,哈尔滨,2007/2/26,2
14731,54495,男,30.0,广州,2012/10/23,0
14732,5721,男,37.0,潮州,2011/11/15,0
14733,51779,男,58.0,苏州,2012/8/9,0
14734,49128,男,49.0,G TOWN,2011/8/27,0
14735,8072,男,55.0,哈尔滨,2013/1/1,3
14736,52221,男,27.0,广州,2012/10/15,0
14737,40496,男,39.0,瓦房店,2010/11/30,0
14738,40890,男,37.0,南宁,2010/12/14,0
14739,29673,男,46.0,北京,2007/10/14,3
14740,56763,男,60.0,,2008/1/5,2
14741,43703,男,42.0,乐清市,2009/11/18,0
14742,44562,男,42.0,沈阳市,2005/11/17,2
14743,6909,女,29.0,沈阳,2012/9/17,0
14744,58976,男,45.0,汕头,2011/1/28,0
14745,16971,男,29.0,上海,2011/9/7,0
14746,39652,男,32.0,上海,2008/9/3,2
14747,58671,男,43.0,北京,2010/9/22,0
14748,39464,男,45.0,郑州市,2008/9/15,2
14749,60641,女,40.0,中山,2012/5/16,0
14750,59222,男,55.0,WION CITY,2011/2/26,0
14751,51000,男,42.0,武汉,2011/12/11,0
14752,4411,男,46.0,太原,2010/2/16,0
14753,51224,女,47.0,大连,2011/11/18,0
14754,2608,男,48.0,上海,2007/6/25,3
14755,12602,男,49.0,北京,2009/1/17,2
14756,19822,男,47.0,北京,2012/3/24,0
14757,8337,男,47.0,乌鲁木齐,2006/11/27,2
14758,57305,女,39.0,武汉市,2009/11/28,0
14759,7549,女,38.0,沈阳市,2009/4/14,2
14760,45873,男,43.0,广州,2006/8/28,2
14761,35976,男,48.0,乌鲁木齐,2008/9/19,2
14762,21259,男,39.0,上海,2008/12/25,2
14763,21099,男,56.0,长沙,2008/3/9,2
14764,61467,男,37.0,北京,2013/3/28,0
14765,14630,男,34.0,长春,2011/8/24,0
14766,44740,男,41.0,长春,2007/8/14,2
14767,55901,男,48.0,广州,2012/10/4,0
14768,8550,男,47.0,北京,2005/9/1,2
14769,53456,男,44.0,郑州,2011/8/18,0
14770,57000,男,52.0,北京,2008/4/27,2
14771,58542,女,42.0,深圳,2010/7/31,1
14772,33733,男,38.0,KITASAKU-GUN,2012/8/30,0
14773,31946,男,39.0,长春市,2011/4/9,0
14774,8279,男,51.0,乌鲁木齐,2010/6/17,0
14775,13782,男,47.0,北京,2010/7/8,1
14776,17873,男,60.0,沈阳市,2008/1/22,2
14777,58349,女,,深圳,2010/5/13,0
14778,56392,男,60.0,广州,2005/9/23,2
14779,17548,男,39.0,乌鲁木齐,2011/8/4,0
14780,32848,男,47.0,北京,2011/10/10,0
14781,32014,男,56.0,广州,2012/3/6,0
14782,21215,女,48.0,珠海,2009/3/7,2
14783,7630,女,57.0,长春,2009/8/16,2
14784,36554,女,55.0,广州,2006/1/15,2
14785,42248,男,50.0,长春,2011/12/1,0
14786,58994,男,34.0,北京,2010/11/20,0
14787,23698,女,47.0,福州,2011/8/21,0
14788,34034,男,41.0,乌鲁木齐,2012/12/6,0
14789,9522,男,48.0,慈溪,2006/1/20,2
14790,22327,男,46.0,上海,2009/9/1,2
14791,17847,女,58.0,长春,2007/11/9,2
14792,62181,男,44.0,齐齐哈尔,2013/3/7,0
14793,33299,男,35.0,武汉,2012/3/24,0
14794,56797,男,68.0,无锡,2007/11/11,2
14795,55217,男,45.0,武汉,2007/3/25,2
14796,62233,女,57.0,哈市,2009/10/9,0
14797,29808,男,47.0,深圳,2007/12/19,2
14798,48018,男,78.0,MELBOURNE,2009/3/3,2
14799,55196,男,40.0,深圳,2007/4/4,2
14800,32713,男,38.0,北京,2011/10/28,3
14801,37377,男,50.0,北京市,2009/11/5,0
14802,10346,男,35.0,深圳,2009/12/1,0
14803,11919,男,61.0,台北,2007/12/13,2
14804,40097,男,72.0,广州,2010/8/22,0
14805,11444,男,46.0,贵阳,2007/9/12,2
14806,3077,男,34.0,深圳,2008/4/4,2
14807,334,女,32.0,沈阳,2012/2/13,0
14808,11586,男,47.0,广州,2007/6/19,3
14809,59075,男,28.0,DIJON,2010/12/16,1
14810,39802,男,41.0,北京,2008/11/22,2
14811,43361,男,46.0,承德,2012/12/28,0
14812,5255,男,32.0,广州,2011/4/30,0
14813,59688,女,42.0,揭阳,2012/4/8,0
14814,54517,男,33.0,广州,2010/2/27,0
14815,34541,男,33.0,北京,2010/5/16,0
14816,15270,女,39.0,广州,2011/12/9,0
14817,57554,女,31.0,北京,2009/4/2,2
14818,56052,男,40.0,广州,2013/3/20,0
14819,34373,男,38.0,乌鲁木齐,2013/3/27,0
14820,46965,男,32.0,广州,2012/8/15,0
14821,45347,女,38.0,广州市,2011/12/22,0
14822,45725,男,47.0,深圳,2006/5/23,2
14823,23330,男,48.0,连云港,2011/4/5,0
14824,47668,男,42.0,大连,2005/9/9,2
14825,43365,女,46.0,晋江`,2013/1/7,0
14826,27238,男,42.0,北京,2011/1/14,1
14827,22824,男,52.0,广州,2010/9/11,0
14828,35236,男,29.0,哈尔滨,2013/1/23,0
14829,13181,男,39.0,,2009/7/2,2
14830,44846,女,35.0,沈阳,2009/6/26,1
14831,40808,男,45.0,长沙,2010/9/13,0
14832,39617,男,40.0,SANJO,2008/10/23,2
14833,39211,男,42.0,OSAKA,2010/2/21,0
14834,54832,男,46.0,北京,2006/7/3,2
14835,574,男,54.0,顺德,2006/1/15,2
14836,47190,男,46.0,汕头,2005/3/30,2
14837,30509,男,57.0,北京,2008/11/1,2
14838,61667,男,64.0,沈阳,2009/12/17,0
14839,2859,男,47.0,上海市,2008/5/18,2
14840,50803,男,40.0,哈尔滨,2011/12/9,0
14841,20669,男,46.0,连云港,2007/8/10,2
14842,28104,男,49.0,佛山,2007/2/20,4
14843,5153,男,36.0,长春,2011/3/12,0
14844,42331,男,48.0,南宁,2012/2/12,0
14845,16130,男,34.0,长春市,2013/1/26,0
14846,31403,男,60.0,成都,2010/1/28,3
14847,11813,男,66.0,无锡,2008/3/6,3
14848,49535,男,49.0,成都,2012/11/14,3
14849,56127,男,52.0,,2005/1/1,2
14850,23845,男,38.0,昆明,2012/3/7,0
14851,12254,男,36.0,Kyoto-shi,2008/11/18,2
14852,14276,男,53.0,OSAKA,2012/12/18,0
14853,19014,男,40.0,上海,2006/10/12,2
14854,36192,男,50.0,汕头,2011/1/15,0
14855,47774,男,42.0,广州,2007/10/1,2
14856,3253,女,56.0,广州,2008/4/15,2
14857,53496,男,55.0,长春,2006/4/23,2
14858,36102,男,34.0,广州,2010/11/25,0
14859,54615,男,34.0,广州,2006/1/13,2
14860,62237,男,48.0,北京,2011/3/8,0
14861,28371,男,37.0,乌鲁木齐,2009/7/27,2
14862,39161,男,48.0,北京,2008/4/28,2
14863,47357,女,33.0,北京,2005/8/30,2
14864,44375,女,29.0,乌市,2010/6/16,0
14865,4043,男,51.0,乌鲁木齐,2009/7/31,2
14866,59732,男,43.0,广州,2012/3/10,0
14867,4160,男,41.0,沈阳,2010/6/8,0
14868,55649,女,31.0,朝阳,2011/5/13,0
14869,13122,女,39.0,昆明,2009/11/23,0
14870,47768,男,39.0,海伦,2007/9/6,2
14871,60800,男,50.0,北京,2012/8/28,3
14872,19422,男,39.0,广州市,2008/1/21,2
14873,9411,女,27.0,广州,2012/8/20,0
14874,30727,女,42.0,郑州,2009/6/6,2
14875,53810,男,54.0,北京,2008/3/18,2
14876,5617,男,29.0,郑州,2011/9/15,0
14877,10572,男,28.0,汕尾市,2011/10/25,0
14878,54941,男,46.0,张家港,2006/9/30,2
14879,5386,男,46.0,Siheung-si,2012/12/15,0
14880,4291,男,49.0,.,2009/10/31,3
14881,14611,男,53.0,深圳,2011/11/3,0
14882,31369,男,50.0,,2010/7/5,0
14883,49647,男,39.0,北京市,2010/11/25,0
14884,14615,男,54.0,福州,2011/10/8,0
14885,28280,女,41.0,长沙,2007/9/4,2
14886,49993,男,39.0,广州,2011/3/1,0
14887,19164,男,43.0,广州,2007/1/3,2
14888,21070,男,48.0,北京,2008/2/8,3
14889,35828,男,44.0,哈尔滨,2007/7/31,2
14890,28102,男,41.0,北京,2007/3/13,2
14891,5566,男,46.0,RICHMOND,2011/7/24,0
14892,3974,女,51.0,郑州,2010/9/12,0
14893,18429,男,35.0,大连,2011/9/14,0
14894,19501,男,43.0,桂林,2009/8/3,2
14895,26366,男,51.0,沈阳市,2009/9/17,2
14896,19792,女,45.0,南阳,2012/2/11,0
14897,18404,女,53.0,沈阳,2011/7/19,0
14898,2899,女,34.0,广州,2010/3/26,0
14899,60544,男,33.0,北京,2012/6/9,0
14900,14893,女,47.0,郑州,2012/4/7,0
14901,20836,男,55.0,哈尔滨,2007/11/7,1
14902,23799,男,32.0,吉林,2011/9/30,0
14903,27674,男,77.0,北京,2006/3/5,3
14904,8218,男,38.0,双城,2011/9/27,0
14905,9688,男,44.0,广州市,2006/6/7,2
14906,51680,女,18.0,PARIS,2012/7/1,1
14907,3512,男,41.0,广州,2008/9/16,2
14908,41285,男,38.0,长春,2011/5/9,0
14909,2828,男,51.0,台北,2007/11/19,2
14910,49320,男,40.0,北京,2009/9/9,2
14911,11239,男,48.0,深圳,2005/7/11,2
14912,54902,男,39.0,深圳,2006/9/18,2
14913,21252,男,45.0,广州,2008/5/8,2
14914,23069,男,46.0,深圳,2011/3/28,0
14915,49035,男,63.0,许昌,2010/10/25,0
14916,46276,男,41.0,北京,2007/6/14,2
14917,59387,男,45.0,北京,2011/7/16,0
14918,53578,男,46.0,大连,2005/9/9,2
14919,24387,男,67.0,CHIBA CITY,2012/9/2,0
14920,38572,男,37.0,青岛,2007/9/27,2
14921,61399,男,35.0,广州,2013/3/24,0
14922,831,男,44.0,广州,2006/9/17,2
14923,22138,男,33.0,广州,2009/3/30,2
14924,62115,男,58.0,,2009/9/16,0
14925,37403,男,49.0,West Covina,2009/12/22,0
14926,26992,男,47.0,乌鲁木齐市,2006/10/1,2
14927,50426,女,30.0,大连,2011/10/16,0
14928,8885,男,54.0,伊宁,2007/1/16,2
14929,21095,男,47.0,北京,2008/2/25,3
14930,11259,男,46.0,广州,2005/8/10,2
14931,27653,男,51.0,北京,2006/1/26,2
14932,58340,男,40.0,成都市,2009/9/18,0
14933,800,男,35.0,广州,2006/8/22,2
14934,41467,女,33.0,上海,2011/10/27,0
14935,39483,男,40.0,长春,2008/10/13,2
14936,58407,男,49.0,青岛,2010/1/4,0
14937,30343,男,43.0,北京,2010/3/7,3
14938,17288,男,51.0,哈尔滨,2007/10/3,2
14939,40586,男,39.0,深圳,2010/10/24,0
14940,12125,女,51.0,北京,2008/5/19,3
14941,50519,男,28.0,广州,2011/7/11,0
14942,6019,男,47.0,上海,2011/12/5,3
14943,13937,男,34.0,广州市,2010/12/26,0
14944,17241,男,34.0,杭州市,2011/9/22,0
14945,23924,男,34.0,上海,2012/4/6,3
14946,57121,男,45.0,上海,2008/3/6,2
14947,61216,女,38.0,广州市,2012/12/10,0
14948,27703,女,39.0,广州,2006/4/6,2
14949,39296,女,59.0,北京,2008/6/23,2
14950,42377,男,36.0,上海,2012/3/23,0
14951,7442,男,48.0,成都,2013/3/18,0
14952,26894,男,55.0,哈尔滨,2008/11/2,2
14953,20779,男,46.0,龙海,2007/10/2,3
14954,45145,男,64.0,广州,2010/12/20,3
14955,15590,男,50.0,吴江,2012/8/11,0
14956,56822,男,39.0,广州,2007/11/6,2
14957,38457,男,42.0,武汉,2007/9/28,2
14958,54524,女,32.0,广州,2012/12/18,0
14959,6058,男,37.0,东营,2011/12/1,0
14960,39173,男,43.0,长沙,2008/5/18,2
14961,35436,男,55.0,沈阳,2005/9/24,2
14962,36166,女,47.0,北京,2011/1/15,0
14963,54808,男,48.0,,2006/6/27,2
14964,5493,男,47.0,长沙,2013/1/9,0
14965,13026,男,41.0,上海,2009/1/17,3
14966,29826,女,35.0,广州,2007/10/28,2
14967,3723,女,39.0,北京市,2008/10/16,2
14968,30881,男,46.0,SUBANGJAYA,2011/1/18,0
14969,20964,男,54.0,北京,2007/11/28,2
14970,41912,男,65.0,北京,2011/10/14,0
14971,25535,男,15.0,从化,2013/2/9,3
14972,34735,男,39.0,大连,2011/6/14,0
14973,11024,男,39.0,深圳,2005/1/15,2
14974,40629,女,55.0,郑州,2010/5/5,0
14975,57345,女,43.0,北京,2007/8/28,2
14976,33513,男,38.0,成都,2012/5/16,0
14977,5760,男,47.0,武汉,2011/9/1,0
14978,38097,女,47.0,广州,2005/3/30,2
14979,54840,男,69.0,BUENA PARK,2006/7/18,2
14980,39845,男,58.0,深圳,2009/4/7,2
14981,24958,男,29.0,贵阳,2012/10/18,0
14982,43443,男,54.0,广州,2013/2/15,0
14983,4084,男,30.0,广州,2009/3/4,2
14984,4721,男,46.0,龙山县,2010/8/8,0
14985,50977,男,34.0,上海,2012/8/19,0
14986,56978,男,46.0,衡阳,2008/1/11,2
14987,46316,男,47.0,北京,2007/11/21,2
14988,35147,男,58.0,哈尔滨市,2010/7/9,3
14989,62197,男,33.0,北京,2011/8/27,0
14990,32069,男,40.0,深圳,2011/9/8,0
14991,24639,男,49.0,广州,2012/3/4,1
14992,52954,男,30.0,青岛,2011/1/31,0
14993,60199,男,43.0,昆明,2012/3/17,0
14994,19596,男,46.0,上海,2010/9/22,0
14995,12982,女,33.0,龙井,2009/1/20,2
14996,20415,男,41.0,广州,2005/9/16,2
14997,27756,男,38.0,广州,2006/5/25,2
14998,40663,女,50.0,北京,2010/6/27,0
14999,12026,男,45.0,武汉,2008/4/4,2
15000,9782,男,41.0,广州,2006/8/20,2
15001,55348,男,46.0,北京,2008/2/6,2
15002,23468,男,38.0,北京,2011/9/3,0
15003,59666,女,34.0,广州,2011/8/14,0
15004,28584,女,27.0,深圳,2011/8/24,0
15005,8,男,63.0,,2012/3/9,3
15006,4047,男,64.0,贵阳,2009/7/7,3
15007,30986,男,32.0,哈尔滨,2009/7/3,2
15008,48807,女,40.0,广州,2009/4/17,2
15009,12674,男,38.0,海淀,2009/1/21,2
15010,51029,男,40.0,宁波,2012/4/14,0
15011,1148,男,36.0,东莞,2007/5/29,2
15012,1381,男,35.0,广州,2010/2/5,0
15013,38885,男,54.0,北京,2007/12/12,2
15014,29769,男,47.0,济南,2007/10/14,2
15015,2231,男,40.0,广州,2005/7/2,2
15016,29019,女,32.0,阿克苏,2013/3/28,0
15017,19288,男,42.0,北京,2006/1/31,2
15018,57816,男,38.0,北京,2010/4/29,0
15019,46587,女,29.0,上海,2011/5/10,0
15020,48645,男,31.0,塘沽区,2008/10/8,2
15021,22029,男,39.0,上海,2009/1/3,2
15022,14849,女,31.0,深圳,2012/3/5,0
15023,50005,女,40.0,深圳,2011/3/25,0
15024,41643,男,41.0,长春市,2012/3/27,0
15025,55466,女,52.0,郑州,2010/3/9,3
15026,5014,男,59.0,HIGASHI OSAKA,2011/5/16,0
15027,31626,男,71.0,武汉,2010/10/18,0
15028,36841,男,34.0,汕头,2006/8/30,2
15029,36582,男,47.0,广州,2006/1/26,2
15030,45598,男,41.0,天津,2006/1/18,2
15031,23238,男,38.0,平果,2011/3/19,0
15032,10879,女,40.0,湛江,2012/11/1,0
15033,21429,男,44.0,深圳,2008/6/16,2
15034,21078,男,52.0,长沙,2008/2/4,2
15035,34539,女,56.0,沈阳,2010/6/4,3
15036,15336,男,41.0,长春市,2012/4/23,0
15037,23639,男,58.0,深圳,2011/5/30,0
15038,1556,男,45.0,广州,2011/6/13,1
15039,12436,女,79.0,番禺,2008/6/26,1
15040,20926,女,32.0,Oakland,2007/12/14,1
15041,22804,男,19.0,ARCADIA,2010/8/29,1
15042,57788,女,39.0,广州,2008/11/7,1
15043,51126,男,37.0,上海,2012/1/25,0
15044,41839,男,38.0,天津,2012/1/16,0
15045,1236,男,45.0,潮阳,2007/11/5,2
15046,820,男,54.0,北京,2006/8/23,2
15047,55831,女,40.0,广州,2012/7/3,0
15048,20978,男,42.0,中山,2007/12/1,2
15049,46334,男,50.0,深圳,2008/3/25,2
15050,28789,男,56.0,深圳,2012/4/1,1
15051,48534,女,47.0,广州,2009/7/21,2
15052,52389,男,43.0,上海,2013/1/17,0
15053,52519,男,42.0,,2012/3/1,0
15054,13894,男,39.0,北京,2010/10/19,0
15055,35181,男,44.0,北京,2013/2/4,0
15056,35347,男,44.0,阿图什,2011/8/28,0
15057,40947,男,45.0,茂名,2010/7/1,0
15058,11486,男,50.0,哈尔滨,2007/6/7,2
15059,49932,男,44.0,沈阳,2010/12/27,0
15060,3273,男,56.0,TOTTORI-SHI,2011/1/4,0
15061,15181,女,26.0,广州,2011/12/24,0
15062,41338,男,46.0,长沙,2011/6/21,0
15063,18394,男,29.0,广州,2011/7/9,0
15064,1645,男,44.0,桂林,2012/2/27,0
15065,37741,女,34.0,深圳市,2012/6/18,0
15066,3546,男,51.0,昆山,2008/9/6,2
15067,51456,女,26.0,广州,2012/6/15,0
15068,50332,男,57.0,上海,2013/1/19,0
15069,51449,女,41.0,乌鲁木齐,2012/5/17,0
15070,8361,男,37.0,成都,2011/7/9,0
15071,52919,男,41.0,大连,2011/3/18,0
15072,60965,男,52.0,长春市,2012/9/11,0
15073,23095,女,47.0,武汉,2011/7/7,0
15074,43020,男,28.0,深圳,2012/9/10,0
15075,48022,男,59.0,,2008/3/2,4
15076,51007,男,30.0,BAKU,2012/3/30,0
15077,53577,男,48.0,大连,2005/11/11,2
15078,20890,男,58.0,泉州,2007/11/1,2
15079,34256,男,34.0,深圳,2012/12/17,0
15080,21666,男,40.0,长春,2007/12/15,2
15081,4760,男,38.0,,2010/7/12,0
15082,19007,男,54.0,广州,2006/9/14,2
15083,16403,男,48.0,ONITSHA-ANAMBKA STNTE,2013/1/31,0
15084,1334,男,34.0,广州市,2009/9/17,0
15085,49210,男,53.0,广州,2010/6/7,0
15086,53525,女,36.0,,2005/10/26,2
15087,23860,男,40.0,萧山,2011/12/12,0
15088,35879,男,37.0,乌鲁木齐,2006/4/7,2
15089,40431,女,42.0,长沙县,2010/2/1,0
15090,33920,男,45.0,广州,2012/9/11,0
15091,14579,男,43.0,鞍山,2011/3/25,0
15092,36867,女,47.0,珠海,2006/9/27,2
15093,3487,男,46.0,Singapore,2008/8/10,2
15094,43924,女,37.0,本溪市,2011/6/8,0
15095,57970,男,53.0,增城,2009/3/30,2
15096,30718,男,42.0,深圳,2010/3/15,0
15097,6079,男,45.0,乌鲁木齐,2011/11/17,0
15098,52073,男,30.0,北京,2012/10/25,0
15099,27778,男,50.0,郑州,2006/6/10,2
15100,54112,男,45.0,沈阳,2010/6/21,0
15101,6016,男,37.0,青岛,2011/12/15,0
15102,34815,男,41.0,沈阳市,2011/5/26,0
15103,47550,男,60.0,北京,2007/8/13,2
15104,10077,男,53.0,开封,2007/3/22,2
15105,23621,女,40.0,大连,2012/3/22,0
15106,32272,男,51.0,广州,2011/8/19,0
15107,3602,男,48.0,北京,2009/9/22,0
15108,6877,男,30.0,荆洲,2012/10/29,0
15109,62098,男,38.0,北京,2011/1/7,0
15110,22590,女,30.0,佛山,2010/2/11,0
15111,3976,男,54.0,桂林,2009/2/15,2
15112,53822,男,31.0,长春,2008/12/12,2
15113,16381,女,48.0,北京,2013/1/5,0
15114,32102,男,32.0,上海,2011/6/5,0
15115,11712,男,48.0,北京,2007/11/15,2
15116,19562,男,35.0,上海,2010/6/25,0
15117,41735,男,39.0,北京,2012/1/10,0
15118,36152,女,31.0,广州,2011/1/4,0
15119,59753,男,39.0,郑州,2011/12/14,0
15120,31361,男,45.0,北京,2010/3/15,0
15121,8188,男,46.0,哈市,2010/9/8,0
15122,59989,男,37.0,OKAYAMA-SHI,2012/3/17,0
15123,16376,男,43.0,北京市,2012/9/1,0
15124,55381,男,43.0,深圳,2008/10/20,2
15125,45828,男,50.0,上海,2006/7/19,2
15126,8086,女,32.0,北京,2011/11/18,1
15127,8401,男,46.0,乌鲁木齐,2011/12/22,0
15128,44492,男,38.0,东莞,2011/7/8,0
15129,57884,男,53.0,,2009/7/31,3
15130,31110,男,42.0,广州,2010/3/5,0
15131,62223,男,68.0,大连,2011/8/23,0
15132,50533,女,32.0,大连,2011/11/6,1
15133,58508,男,34.0,深圳,2011/3/29,0
15134,57093,男,47.0,北京,2008/3/13,2
15135,27073,男,55.0,乌鲁木齐,2008/12/19,1
15136,46079,男,46.0,武汉,2007/1/12,2
15137,52001,女,49.0,广州,2012/10/10,0
15138,4954,女,28.0,东莞,2012/9/10,0
15139,38967,女,44.0,Melbourne,2011/11/27,0
15140,48899,女,48.0,大连,2011/5/3,0
15141,9781,男,39.0,佛山,2006/8/24,2
15142,11065,女,38.0,北京,2005/2/2,2
15143,8528,男,46.0,沈阳市,2006/6/15,2
15144,19369,男,45.0,广州,2007/6/2,2
15145,35228,男,55.0,哈市,2011/2/15,0
15146,6208,男,47.0,唐山,2011/12/19,0
15147,17724,男,43.0,长春,2006/5/30,2
15148,36844,男,45.0,广州,2006/9/17,2
15149,24633,男,39.0,克拉玛依,2012/6/1,0
15150,40165,男,33.0,广州,2010/3/29,0
15151,36280,男,42.0,广州,2011/10/31,0
15152,62786,女,36.0,哈尔滨,2006/7/24,2
15153,2694,男,45.0,东营,2007/10/6,2
15154,32544,男,44.0,潮州,2012/1/4,0
15155,40657,男,32.0,北京,2010/7/9,0
15156,57338,女,48.0,广州,2008/8/26,2
15157,8619,男,69.0,沈阳市,2007/2/12,2
15158,13621,男,45.0,西安,2010/4/13,0
15159,58872,男,43.0,charlotte,2011/3/13,0
15160,45621,男,44.0,哈尔滨,2006/2/22,2
15161,36594,男,45.0,广州,2006/3/1,2
15162,9496,男,40.0,深圳,2005/12/8,2
15163,27898,男,42.0,沈阳,2005/12/11,2
15164,51968,男,40.0,长春市,2012/11/1,0
15165,51363,男,34.0,上海,2012/3/28,0
15166,19132,男,44.0,北京,2006/12/3,2
15167,29338,男,43.0,上海,2005/10/11,2
15168,47863,男,42.0,厦门,2007/12/24,2
15169,32259,男,32.0,上海,2011/4/17,0
15170,39262,男,45.0,延吉,2007/12/7,2
15171,261,男,54.0,花都,2011/7/9,0
15172,30090,男,41.0,北京,2008/5/31,2
15173,34808,男,48.0,大连,2011/2/14,0
15174,35780,女,32.0,沈阳市,2008/7/1,2
15175,7597,男,,沈阳,2009/11/10,0
15176,28455,男,32.0,上海,2010/8/21,0
15177,58307,男,46.0,贵阳市,2009/12/4,0
15178,54096,男,34.0,广州,2010/1/5,0
15179,62888,女,53.0,乌鲁木齐市,2006/5/24,2
15180,30177,男,34.0,北京,2008/4/5,2
15181,27850,男,54.0,北京,2006/8/7,2
15182,13968,男,29.0,广州,2010/11/23,0
15183,41613,男,59.0,广州,2011/10/11,0
15184,1325,男,37.0,贵阳市,2009/8/22,2
15185,59733,男,40.0,长春,2012/3/7,0
15186,5006,女,39.0,广州市,2011/8/24,0
15187,28194,男,46.0,漳州,2007/4/14,2
15188,15925,男,38.0,海宁,2012/9/27,0
15189,36371,男,32.0,广州,2012/6/4,0
15190,18713,男,58.0,.,2006/2/2,3
15191,47800,男,60.0,SAITAMA,2007/11/1,2
15192,2932,女,41.0,广州,2007/11/29,2
15193,24264,男,37.0,长春,2011/11/5,0
15194,50052,女,34.0,长春市,2011/9/2,0
15195,58800,男,46.0,海口,2010/7/25,0
15196,33536,男,60.0,广州,2012/6/13,0
15197,26933,男,45.0,哈尔滨,2008/9/30,2
15198,47065,男,46.0,深圳市,2004/11/25,2
15199,40572,男,35.0,广州市,2010/4/11,0
15200,55011,男,46.0,广州,2006/11/23,2
15201,47560,男,42.0,BANGKOK,2007/7/23,2
15202,4322,男,48.0,潜江市,2009/11/20,0
15203,5652,男,56.0,广州,2012/9/14,3
15204,59330,女,53.0,广州,2011/3/24,1
15205,32897,男,41.0,武汉,2012/5/7,1
15206,37280,男,31.0,廊坊,2008/2/27,2
15207,57575,男,54.0,大连,2010/4/21,0
15208,59748,男,46.0,汕头,2011/8/3,1
15209,32258,男,40.0,广州,2011/6/12,0
15210,13594,男,45.0,,2010/3/30,0
15211,41950,女,46.0,HIMEJI-SHI,2011/12/31,1
15212,42999,男,30.0,广州,2013/2/10,0
15213,17056,男,53.0,本溪,2012/10/18,0
15214,32527,男,30.0,.,2012/2/13,3
15215,21894,男,37.0,深圳,2010/2/10,0
15216,888,男,66.0,北京,2006/11/3,2
15217,43244,男,39.0,长春,2012/12/8,0
15218,46417,女,34.0,广州,2009/10/15,0
15219,49379,男,48.0,南通,2009/12/11,0
15220,22081,男,59.0,上海市,2009/2/22,2
15221,36616,男,76.0,.,2006/3/17,2
15222,6097,男,42.0,.北京,2011/11/2,0
15223,59761,男,38.0,汕头,2012/2/16,1
15224,47172,男,51.0,天津,2005/3/11,2
15225,37203,男,41.0,广州,2007/6/20,2
15226,10586,男,37.0,天津,2011/11/18,0
15227,20128,男,40.0,广州,2004/11/8,2
15228,50,男,35.0,广州,2010/1/19,0
15229,10033,男,45.0,咸阳,2007/3/1,2
15230,1005,男,40.0,天津,2006/12/15,2
15231,7932,男,55.0,沈阳,2011/9/15,0
15232,34712,男,52.0,吉林,2010/2/12,0
15233,44334,男,37.0,大庆,2011/2/5,0
15234,57010,男,53.0,大庆,2008/12/31,2
15235,20787,男,46.0,,2007/8/12,2
15236,27965,男,68.0,广州,2006/11/24,2
15237,9253,男,39.0,北京,2011/9/14,0
15238,38293,男,60.0,,2005/10/2,2
15239,42982,男,47.0,-,2012/9/13,0
15240,55354,男,45.0,OSAKA,2008/4/15,2
15241,26441,男,37.0,乌鲁木齐,2010/8/30,0
15242,43930,男,48.0,长春,2007/10/29,2
15243,57320,男,34.0,广州,2008/2/19,2
15244,2216,男,41.0,深圳,2005/6/23,2
15245,33869,男,35.0,北京,2012/11/13,0
15246,51241,男,47.0,北京市,2012/5/21,0
15247,11536,男,49.0,,2007/7/9,2
15248,51909,女,29.0,大连,2012/10/17,0
15249,26062,男,40.0,沈阳市,2011/4/22,0
15250,4386,男,46.0,武汉,2009/12/22,0
15251,2271,男,41.0,杭州,2005/7/30,2
15252,49968,男,32.0,长沙县,2011/1/25,0
15253,22995,男,33.0,深圳,2010/10/27,0
15254,36360,男,35.0,广州,2012/4/17,0
15255,12425,男,49.0,营口,2009/3/1,2
15256,58543,女,35.0,上海,2010/7/29,3
15257,37599,男,44.0,湛江,2011/9/7,0
15258,13202,男,50.0,广州,2009/8/11,2
15259,50414,男,57.0,瓯海,2011/8/21,1
15260,56675,男,52.0,南京,2007/7/31,2
15261,39731,男,40.0,北京,2008/12/6,3
15262,48882,男,42.0,闽候,2009/1/16,2
15263,33889,女,59.0,KENSINGTON,2013/3/30,0
15264,8993,男,39.0,大连,2009/12/8,0
15265,38011,男,65.0,北京市,2004/11/25,2
15266,57800,男,41.0,佛山,2008/11/13,2
15267,5244,男,42.0,深圳,2012/8/22,0
15268,54648,女,43.0,北京,2006/2/15,2
15269,45814,男,50.0,ＴＷ,2006/7/18,2
15270,43489,男,30.0,北京,2013/3/6,3
15271,5987,男,54.0,上海,2011/10/16,0
15272,21570,男,42.0,珠海,2008/8/18,3
15273,35800,男,43.0,哈尔滨,2005/1/1,2
15274,18688,男,42.0,丽水市,2006/1/12,2
15275,31295,男,33.0,沈阳,2010/12/7,0
15276,46336,女,40.0,沈阳,2006/6/4,2
15277,8561,男,38.0,沈阳市,2007/9/5,2
15278,61485,男,62.0,KUALA LUMPUR,2013/3/23,3
